text,label_numeric,label,cleaned_text,tokens
FEME E 'NGOE E BEHELLA BASEBELETSI KAOFELA KA THOKO,-1,negative,feme e ngoe e behella basebeletsi kaofela ka thoko,"['feme', 'e', 'ngoe', 'e', 'behella', 'basebeletsi', 'kaofela', 'ka', 'thoko']"
BONA MAHLASIPA A SEBOHOLI,-1,negative,bona mahlasipa a seboholi,"['bona', 'mahlasipa', 'a', 'seboholi']"
MOETAPELE OA PHATHI O PHAPHATHA TONAKHOLO LEHETLA,1,positive,moetapele oa phathi o phaphatha tonakholo lehetla,"['moetapele', 'oa', 'phathi', 'o', 'phaphatha', 'tonakholo', 'lehetla']"
SEBOHOLI SE RE MOSEBETSI 'MOHO O MORERONG OA HO MO FENETHA,-1,negative,seboholi se re mosebetsi moho o morerong oa ho mo fenetha,"['seboholi', 'se', 're', 'mosebetsi', 'moho', 'o', 'morerong', 'oa', 'ho', 'mo', 'fenetha']"
MONNA O OELOA KE TSIETSI,-1,negative,monna o oeloa ke tsietsi,"['monna', 'o', 'oeloa', 'ke', 'tsietsi']"
BATHO BA 15 BA HLAHELOA KE MATHATA NAHENG EA BOAHELANE,-1,negative,batho ba ba hlaheloa ke mathata naheng ea boahelane,"['batho', 'ba', 'ba', 'hlaheloa', 'ke', 'mathata', 'naheng', 'ea', 'boahelane']"
TSEBA NA MOKHOTHALETSUOA O HAKAE KA MOTEBO OA SEPOLESA,0,neutral,tseba na mokhothaletsuoa o hakae ka motebo oa sepolesa,"['tseba', 'na', 'mokhothaletsuoa', 'o', 'hakae', 'ka', 'motebo', 'oa', 'sepolesa']"
TONAKHOLO O RE SECHABA SE LOKELA HO BA LIMPIMPI,1,positive,tonakholo o re sechaba se lokela ho ba limpimpi,"['tonakholo', 'o', 're', 'sechaba', 'se', 'lokela', 'ho', 'ba', 'limpimpi']"
SEPOLESA SE NTSE SE SO FIHLE MOO NTJA E FUMANOENG E MOMME SETOTSOANA,-1,negative,sepolesa se ntse se so fihle moo ntja e fumanoeng e momme setotsoana,"['sepolesa', 'se', 'ntse', 'se', 'so', 'fihle', 'moo', 'ntja', 'e', 'fumanoeng', 'e', 'momme', 'setotsoana']"
PELA E NE E HLOKE MOHATLA KE HO ROMELETSA,-1,negative,pela e ne e hloke mohatla ke ho romeletsa,"['pela', 'e', 'ne', 'e', 'hloke', 'mohatla', 'ke', 'ho', 'romeletsa']"
MOPARAMENTE O PEPESA BOFOKOLI BA TONAKHOLO,-1,negative,moparamente o pepesa bofokoli ba tonakholo,"['moparamente', 'o', 'pepesa', 'bofokoli', 'ba', 'tonakholo']"
TONAKHOLO O BOELA A BITSA BAPHATLALATSI BA LITABA,0,neutral,tonakholo o boela a bitsa baphatlalatsi ba litaba,"['tonakholo', 'o', 'boela', 'a', 'bitsa', 'baphatlalatsi', 'ba', 'litaba']"
LITABA TSE MONATE HO MATAOA,1,positive,litaba tse monate ho mataoa,"['litaba', 'tse', 'monate', 'ho', 'mataoa']"
HO QHOMA LEFU LE LENG HAPE,-1,negative,ho qhoma lefu le leng hape,"['ho', 'qhoma', 'lefu', 'le', 'leng', 'hape']"
LINTLHA-KHOLO POLELONG EA MOETAPELE SEBOKENG SA MOKHA OA POLOTIKI,0,neutral,lintlhakholo polelong ea moetapele sebokeng sa mokha oa polotiki,"['lintlhakholo', 'polelong', 'ea', 'moetapele', 'sebokeng', 'sa', 'mokha', 'oa', 'polotiki']"
TSE NCHA,1,positive,tse ncha,"['tse', 'ncha']"
LITABA TSE MONATE HO SECHABA,1,positive,litaba tse monate ho sechaba,"['litaba', 'tse', 'monate', 'ho', 'sechaba']"
LETONA LE HLAHELLA BOBOLUNG,-1,negative,letona le hlahella bobolung,"['letona', 'le', 'hlahella', 'bobolung']"
MOPARAMENTE O PHOQA TONAKHOLO,-1,negative,moparamente o phoqa tonakholo,"['moparamente', 'o', 'phoqa', 'tonakholo']"
MATLO A 11 A CHELE,-1,negative,matlo a a chele,"['matlo', 'a', 'a', 'chele']"
MOLIMO KE MOLATELI OA SEHLOPHA SA BOLO,1,positive,molimo ke molateli oa sehlopha sa bolo,"['molimo', 'ke', 'molateli', 'oa', 'sehlopha', 'sa', 'bolo']"
HO SETSE LIHORA TONAKHOLO A TLOSOA BOTONAKHOLONG,-1,negative,ho setse lihora tonakholo a tlosoa botonakholong,"['ho', 'setse', 'lihora', 'tonakholo', 'a', 'tlosoa', 'botonakholong']"
TONAKHOLO O LOKELA HO OELA,-1,negative,tonakholo o lokela ho oela,"['tonakholo', 'o', 'lokela', 'ho', 'oela']"
UTLOA NA HOBANENG TONAKHOLO A LELEKILE MAPARAMENTE A 3,-1,negative,utloa na hobaneng tonakholo a lelekile maparamente a,"['utloa', 'na', 'hobaneng', 'tonakholo', 'a', 'lelekile', 'maparamente', 'a']"
QETO EA HO NYOLLA LITEFISO TSA METSI E TLA PHATLALATSOA KAJENO,-1,negative,qeto ea ho nyolla litefiso tsa metsi e tla phatlalatsoa kajeno,"['qeto', 'ea', 'ho', 'nyolla', 'litefiso', 'tsa', 'metsi', 'e', 'tla', 'phatlalatsoa', 'kajeno']"
MANYELA-KOAENG,-1,negative,manyelakoaeng,['manyelakoaeng']
UTLOA LITABA TSA MOPARAMENTE KA TONAKHOLO,0,neutral,utloa litaba tsa moparamente ka tonakholo,"['utloa', 'litaba', 'tsa', 'moparamente', 'ka', 'tonakholo']"
UTLOA MANYALA A 'MUSO HO LATELA TLHALOSO EA MOPARAMENTE,-1,negative,utloa manyala a muso ho latela tlhaloso ea moparamente,"['utloa', 'manyala', 'a', 'muso', 'ho', 'latela', 'tlhaloso', 'ea', 'moparamente']"
BATHO BA ROBONG BA TŠOEROE,-1,negative,batho ba robong ba toeroe,"['batho', 'ba', 'robong', 'ba', 'toeroe']"
MOSALI O QETA HO HLAJOA KA THIPA,-1,negative,mosali o qeta ho hlajoa ka thipa,"['mosali', 'o', 'qeta', 'ho', 'hlajoa', 'ka', 'thipa']"
BATHO BA TLA TSAMAEA BOSIU BA TLO AHLOLOA M10 000,-1,negative,batho ba tla tsamaea bosiu ba tlo ahloloa m,"['batho', 'ba', 'tla', 'tsamaea', 'bosiu', 'ba', 'tlo', 'ahloloa', 'm']"
HO TLA TŠOARELOA THAPELO MOO SEBOHOLI SE TIMELETSENG,1,positive,ho tla toareloa thapelo moo seboholi se timeletseng,"['ho', 'tla', 'toareloa', 'thapelo', 'moo', 'seboholi', 'se', 'timeletseng']"
KE BATHO BA 54 BA TIMETSENG SELEMONG SENA,-1,negative,ke batho ba ba timetseng selemong sena,"['ke', 'batho', 'ba', 'ba', 'timetseng', 'selemong', 'sena']"
'MUSO O TŠOELA POLAO EA SEBOHOLI KA SEHLETHELA-HALI SA MATHE,-1,negative,muso o toela polao ea seboholi ka sehlethelahali sa mathe,"['muso', 'o', 'toela', 'polao', 'ea', 'seboholi', 'ka', 'sehlethelahali', 'sa', 'mathe']"
TONAKHOLO O TLO NTŠA POLELO MABAPI LE LEFU LA SEBOHOLI,-1,negative,tonakholo o tlo nta polelo mabapi le lefu la seboholi,"['tonakholo', 'o', 'tlo', 'nta', 'polelo', 'mabapi', 'le', 'lefu', 'la', 'seboholi']"
LINTLHA-KHOLO POLAONG EA SEBOHOLI,-1,negative,lintlhakholo polaong ea seboholi,"['lintlhakholo', 'polaong', 'ea', 'seboholi']"
SEBOHOLI SE THUNTSOE SE FELETSOE KE BOPHELO,-1,negative,seboholi se thuntsoe se feletsoe ke bophelo,"['seboholi', 'se', 'thuntsoe', 'se', 'feletsoe', 'ke', 'bophelo']"
PUSONG EA TONAKHOLO NAKONG EA TEMO VS PUSONG EA TONAKHOLO EA MEHLENG NAKONG EA TEMO,0,neutral,pusong ea tonakholo nakong ea temo vs pusong ea tonakholo ea mehleng nakong ea temo,"['pusong', 'ea', 'tonakholo', 'nakong', 'ea', 'temo', 'vs', 'pusong', 'ea', 'tonakholo', 'ea', 'mehleng', 'nakong', 'ea', 'temo']"
MOKOETLISI OA SEHLOPHA SA BOLO O FUMANE KOTSI O LEMETSE,-1,negative,mokoetlisi oa sehlopha sa bolo o fumane kotsi o lemetse,"['mokoetlisi', 'oa', 'sehlopha', 'sa', 'bolo', 'o', 'fumane', 'kotsi', 'o', 'lemetse']"
MOETAPELE O TŠEPISA MOSALI NTLO,1,positive,moetapele o tepisa mosali ntlo,"['moetapele', 'o', 'tepisa', 'mosali', 'ntlo']"
NA BOPHELO BA TONAKHOLO BO TSIETSING,-1,negative,na bophelo ba tonakholo bo tsietsing,"['na', 'bophelo', 'ba', 'tonakholo', 'bo', 'tsietsing']"
MOPARAMENTE O EMA LE SECHABA KHAHLANONG LE KOMPONE EA MARANG-RANG,1,positive,moparamente o ema le sechaba khahlanong le kompone ea marangrang,"['moparamente', 'o', 'ema', 'le', 'sechaba', 'khahlanong', 'le', 'kompone', 'ea', 'marangrang']"
SETHO SA PHATHI SE SEBOKO KE 'MUSO O LITULONG,-1,negative,setho sa phathi se seboko ke muso o litulong,"['setho', 'sa', 'phathi', 'se', 'seboko', 'ke', 'muso', 'o', 'litulong']"
BAITHUTI BA EA ITHEKISA HO ETSA CHELETE,-1,negative,baithuti ba ea ithekisa ho etsa chelete,"['baithuti', 'ba', 'ea', 'ithekisa', 'ho', 'etsa', 'chelete']"
MOKULI O LLA SEBOKO SE HLOMOLANG PELO SEPETLELE,-1,negative,mokuli o lla seboko se hlomolang pelo sepetlele,"['mokuli', 'o', 'lla', 'seboko', 'se', 'hlomolang', 'pelo', 'sepetlele']"
BATHO BA BANGATA BA TLO FELLOA KE MESEBETSI HAPE,-1,negative,batho ba bangata ba tlo felloa ke mesebetsi hape,"['batho', 'ba', 'bangata', 'ba', 'tlo', 'felloa', 'ke', 'mesebetsi', 'hape']"
HA HO BAOKI SEPETLELE,-1,negative,ha ho baoki sepetlele,"['ha', 'ho', 'baoki', 'sepetlele']"
BASEBELETSI BA LIFEME BA TEBETSOE HAPE,-1,negative,basebeletsi ba lifeme ba tebetsoe hape,"['basebeletsi', 'ba', 'lifeme', 'ba', 'tebetsoe', 'hape']"
BAOKI BA IPELAETSA KHAHLANONG LE 'MUSO,-1,negative,baoki ba ipelaetsa khahlanong le muso,"['baoki', 'ba', 'ipelaetsa', 'khahlanong', 'le', 'muso']"
LEQHUBU LE BOHLOKO LA MOHATSELA LE TSELENG,-1,negative,leqhubu le bohloko la mohatsela le tseleng,"['leqhubu', 'le', 'bohloko', 'la', 'mohatsela', 'le', 'tseleng']"
METSOFE E SE E TLO KHOLA KHOELING ENA,1,positive,metsofe e se e tlo khola khoeling ena,"['metsofe', 'e', 'se', 'e', 'tlo', 'khola', 'khoeling', 'ena']"
MONYETLA OA LEHLOA KAJENO LE HOSANE O TENG,0,neutral,monyetla oa lehloa kajeno le hosane o teng,"['monyetla', 'oa', 'lehloa', 'kajeno', 'le', 'hosane', 'o', 'teng']"
HO NTSENG HO NA HA SE PULA KE MEEOKHO EA BALATELI BA SEHLOPHA SA BOLO,-1,negative,ho ntseng ho na ha se pula ke meeokho ea balateli ba sehlopha sa bolo,"['ho', 'ntseng', 'ho', 'na', 'ha', 'se', 'pula', 'ke', 'meeokho', 'ea', 'balateli', 'ba', 'sehlopha', 'sa', 'bolo']"
MOKHA HA O TLISE PHETOHO HOHANG,-1,negative,mokha ha o tlise phetoho hohang,"['mokha', 'ha', 'o', 'tlise', 'phetoho', 'hohang']"
MAQHEKU LE MAQHEKOANA HA A TLO KHOLA,-1,negative,maqheku le maqhekoana ha a tlo khola,"['maqheku', 'le', 'maqhekoana', 'ha', 'a', 'tlo', 'khola']"
MONYETLA OA LEHLOA O TENG SONTAHA,0,neutral,monyetla oa lehloa o teng sontaha,"['monyetla', 'oa', 'lehloa', 'o', 'teng', 'sontaha']"
'MUSO O QALELETSE HO PATALA BAOKI,1,positive,muso o qaleletse ho patala baoki,"['muso', 'o', 'qaleletse', 'ho', 'patala', 'baoki']"
MORENA O TŠOEROE O BELAELLOA KA PETO,-1,negative,morena o toeroe o belaelloa ka peto,"['morena', 'o', 'toeroe', 'o', 'belaelloa', 'ka', 'peto']"
SECHABA SE TLO SULAFALLOA BOESA,-1,negative,sechaba se tlo sulafalloa boesa,"['sechaba', 'se', 'tlo', 'sulafalloa', 'boesa']"
LIBOKO TSA MOHLOLO SETEREKENG,0,neutral,liboko tsa mohlolo seterekeng,"['liboko', 'tsa', 'mohlolo', 'seterekeng']"
HO TLA THAKHOLOA CHELETE E NCHA BOESA,1,positive,ho tla thakholoa chelete e ncha boesa,"['ho', 'tla', 'thakholoa', 'chelete', 'e', 'ncha', 'boesa']"
MOSALI O TŠOARELOA HO HLABA MONNA KA THIPA,-1,negative,mosali o toareloa ho hlaba monna ka thipa,"['mosali', 'o', 'toareloa', 'ho', 'hlaba', 'monna', 'ka', 'thipa']"
LIBINI LI TLO KOPANELA PINA,1,positive,libini li tlo kopanela pina,"['libini', 'li', 'tlo', 'kopanela', 'pina']"
MONNA OA HO TŠELA CHILISI BOTHONG BA MOSALI O SHOELE,-1,negative,monna oa ho tela chilisi bothong ba mosali o shoele,"['monna', 'oa', 'ho', 'tela', 'chilisi', 'bothong', 'ba', 'mosali', 'o', 'shoele']"
LITŠEPISO TSA TONAKHOLO LI FETOHA LEFELA,-1,negative,litepiso tsa tonakholo li fetoha lefela,"['litepiso', 'tsa', 'tonakholo', 'li', 'fetoha', 'lefela']"
'MUSO O TSAMAEA MEHLALENG EA MEBUSO E FETILENG,0,neutral,muso o tsamaea mehlaleng ea mebuso e fetileng,"['muso', 'o', 'tsamaea', 'mehlaleng', 'ea', 'mebuso', 'e', 'fetileng']"
MONNA OA HO TŠELA CHILISI BOTHONG BA MOSALI O HLOLEHA HO HLAHA KHOTLA,-1,negative,monna oa ho tela chilisi bothong ba mosali o hloleha ho hlaha khotla,"['monna', 'oa', 'ho', 'tela', 'chilisi', 'bothong', 'ba', 'mosali', 'o', 'hloleha', 'ho', 'hlaha', 'khotla']"
BOHANYETSI BO SEBOKO KE 'MUSO,-1,negative,bohanyetsi bo seboko ke muso,"['bohanyetsi', 'bo', 'seboko', 'ke', 'muso']"
MONNA O TŠELA CHILISI KA BOTHONG BA MOSALI OA HAE,-1,negative,monna o tela chilisi ka bothong ba mosali oa hae,"['monna', 'o', 'tela', 'chilisi', 'ka', 'bothong', 'ba', 'mosali', 'oa', 'hae']"
BANNA BA BETSA KHOBA HAPE,0,neutral,banna ba betsa khoba hape,"['banna', 'ba', 'betsa', 'khoba', 'hape']"
TONAKHOLO O HLOLEHA HO BUSA O TSEKA LINAMA,-1,negative,tonakholo o hloleha ho busa o tseka linama,"['tonakholo', 'o', 'hloleha', 'ho', 'busa', 'o', 'tseka', 'linama']"
LITUMELO TSE NGATA LI KHAHLANONG LE JOALA,-1,negative,litumelo tse ngata li khahlanong le joala,"['litumelo', 'tse', 'ngata', 'li', 'khahlanong', 'le', 'joala']"
TUMELO EA CHRIST KE EONA E KHOLO HO FETA LITUMELO TSOHLE LEFATŠENG,1,positive,tumelo ea christ ke eona e kholo ho feta litumelo tsohle lefateng,"['tumelo', 'ea', 'christ', 'ke', 'eona', 'e', 'kholo', 'ho', 'feta', 'litumelo', 'tsohle', 'lefateng']"
MOSALI O ROKA MOHATSA OA TONAKHOLO EA MEHLENG,1,positive,mosali o roka mohatsa oa tonakholo ea mehleng,"['mosali', 'o', 'roka', 'mohatsa', 'oa', 'tonakholo', 'ea', 'mehleng']"
SETHO SA PHATHI SE ITOMA MOHATLA,-1,negative,setho sa phathi se itoma mohatla,"['setho', 'sa', 'phathi', 'se', 'itoma', 'mohatla']"
BANNA BA BARARO BA ITŠOARELLA KA MOSALI A LE MONG,1,positive,banna ba bararo ba itoarella ka mosali a le mong,"['banna', 'ba', 'bararo', 'ba', 'itoarella', 'ka', 'mosali', 'a', 'le', 'mong']"
'MUSO O RERETSOE BOBE,-1,negative,muso o reretsoe bobe,"['muso', 'o', 'reretsoe', 'bobe']"
PUSO EA TONAKHOLO E JA LEFA LA 'MUSO O FETILENG,1,positive,puso ea tonakholo e ja lefa la muso o fetileng,"['puso', 'ea', 'tonakholo', 'e', 'ja', 'lefa', 'la', 'muso', 'o', 'fetileng']"
HA KE TLO NYEKA TONAKHOLO,-1,negative,ha ke tlo nyeka tonakholo,"['ha', 'ke', 'tlo', 'nyeka', 'tonakholo']"
LETLAPA LE LECHA LA SEBINI LE TSOILE,1,positive,letlapa le lecha la sebini le tsoile,"['letlapa', 'le', 'lecha', 'la', 'sebini', 'le', 'tsoile']"
LITABA TSE MONATE HO SECHABA SOHLE,1,positive,litaba tse monate ho sechaba sohle,"['litaba', 'tse', 'monate', 'ho', 'sechaba', 'sohle']"
MONNA OA LEKHOOA O IKAKHETSE KA SETOTSOANA 'MINONG OA FAMO,1,positive,monna oa lekhooa o ikakhetse ka setotsoana minong oa famo,"['monna', 'oa', 'lekhooa', 'o', 'ikakhetse', 'ka', 'setotsoana', 'minong', 'oa', 'famo']"
LINTLHA-KHOLO POLELONG EA TONAKHOLO,0,neutral,lintlhakholo polelong ea tonakholo,"['lintlhakholo', 'polelong', 'ea', 'tonakholo']"
MORUTI O TLO BAKELA NAHA KHAPHA-MALI,-1,negative,moruti o tlo bakela naha khaphamali,"['moruti', 'o', 'tlo', 'bakela', 'naha', 'khaphamali']"
PHAFA E BALEHISA MOKOETLISI,-1,negative,phafa e balehisa mokoetlisi,"['phafa', 'e', 'balehisa', 'mokoetlisi']"
BALATELI BA SEHLOPHA SA BOLO BA CHESA HO FETA LIBAPALI,-1,negative,balateli ba sehlopha sa bolo ba chesa ho feta libapali,"['balateli', 'ba', 'sehlopha', 'sa', 'bolo', 'ba', 'chesa', 'ho', 'feta', 'libapali']"
SEBINI SE TLO NTŠA LETLAPA LE LECHA,1,positive,sebini se tlo nta letlapa le lecha,"['sebini', 'se', 'tlo', 'nta', 'letlapa', 'le', 'lecha']"
MOTHO O ROBEHETSE KOTSING EA LIKOLOI,-1,negative,motho o robehetse kotsing ea likoloi,"['motho', 'o', 'robehetse', 'kotsing', 'ea', 'likoloi']"
CHELETE EA LIPAMPIRI LE EA TŠEPE LI TLO FELISOA,0,neutral,chelete ea lipampiri le ea tepe li tlo felisoa,"['chelete', 'ea', 'lipampiri', 'le', 'ea', 'tepe', 'li', 'tlo', 'felisoa']"
CHELETE EA SECHABA E JOOE KA SEHLOHO PUSONG E FETILENG,-1,negative,chelete ea sechaba e jooe ka sehloho pusong e fetileng,"['chelete', 'ea', 'sechaba', 'e', 'jooe', 'ka', 'sehloho', 'pusong', 'e', 'fetileng']"
BABELAELLOA POLAONG EA SEBINI BA TŠOEROE,1,positive,babelaelloa polaong ea sebini ba toeroe,"['babelaelloa', 'polaong', 'ea', 'sebini', 'ba', 'toeroe']"
LE 'MUSONG ONA BATHO BA FELLOA KE MESEBETSI,-1,negative,le musong ona batho ba felloa ke mesebetsi,"['le', 'musong', 'ona', 'batho', 'ba', 'felloa', 'ke', 'mesebetsi']"
KOLOI E CHAISA NGOANA KAJENO,-1,negative,koloi e chaisa ngoana kajeno,"['koloi', 'e', 'chaisa', 'ngoana', 'kajeno']"
BANA BA BATHO BA THUNTSOE MAOBANE,-1,negative,bana ba batho ba thuntsoe maobane,"['bana', 'ba', 'batho', 'ba', 'thuntsoe', 'maobane']"
LITABANE LI TLO BOLLA TORONKONG,-1,negative,litabane li tlo bolla toronkong,"['litabane', 'li', 'tlo', 'bolla', 'toronkong']"
TELU-PUTSOA O TŠOARETSOE BOLOI,-1,negative,teluputsoa o toaretsoe boloi,"['teluputsoa', 'o', 'toaretsoe', 'boloi']"
LIPALEMA LI ATLEHISA KHOEBO EA LIKOENA,-1,negative,lipalema li atlehisa khoebo ea likoena,"['lipalema', 'li', 'atlehisa', 'khoebo', 'ea', 'likoena']"
TONAKHOLO O TLANGOA KA LINTLAFATSO TSEO E SENG TSA HAE,-1,negative,tonakholo o tlangoa ka lintlafatso tseo e seng tsa hae,"['tonakholo', 'o', 'tlangoa', 'ka', 'lintlafatso', 'tseo', 'e', 'seng', 'tsa', 'hae']"
THELEFISHINI EA NAHA E BETSA KHOBA KAJENO,0,neutral,thelefishini ea naha e betsa khoba kajeno,"['thelefishini', 'ea', 'naha', 'e', 'betsa', 'khoba', 'kajeno']"
BONA NGOANA OA SEKOLO EA IPOLAILENG,-1,negative,bona ngoana oa sekolo ea ipolaileng,"['bona', 'ngoana', 'oa', 'sekolo', 'ea', 'ipolaileng']"
MOTSE O BETSA KHOBA BASALI BA HLATSOA LIKOLOI BA HLOBOTSE,-1,negative,motse o betsa khoba basali ba hlatsoa likoloi ba hlobotse,"['motse', 'o', 'betsa', 'khoba', 'basali', 'ba', 'hlatsoa', 'likoloi', 'ba', 'hlobotse']"
ENA HAESALE NAKO EA HO BEHA MASENKE KAPA MAJOE A MORALLA MABITLENG,-1,negative,ena haesale nako ea ho beha masenke kapa majoe a moralla mabitleng,"['ena', 'haesale', 'nako', 'ea', 'ho', 'beha', 'masenke', 'kapa', 'majoe', 'a', 'moralla', 'mabitleng']"
MONNA EA ILENG A BOLAEA MOSALI O PHONYOHA LEFU LA SETHUNYA,1,positive,monna ea ileng a bolaea mosali o phonyoha lefu la sethunya,"['monna', 'ea', 'ileng', 'a', 'bolaea', 'mosali', 'o', 'phonyoha', 'lefu', 'la', 'sethunya']"
SEALEMOEA SERE TONAKHOLO A FANE KA BOPAKI BA HORE KE MOKHOLO OA HAE O REKETSENG BAHLOKI LIMPHO,-1,negative,sealemoea sere tonakholo a fane ka bopaki ba hore ke mokholo oa hae o reketseng bahloki limpho,"['sealemoea', 'sere', 'tonakholo', 'a', 'fane', 'ka', 'bopaki', 'ba', 'hore', 'ke', 'mokholo', 'oa', 'hae', 'o', 'reketseng', 'bahloki', 'limpho']"
NTLO E QETA HO HATA BATHO E LIHELOA KE PULA,-1,negative,ntlo e qeta ho hata batho e liheloa ke pula,"['ntlo', 'e', 'qeta', 'ho', 'hata', 'batho', 'e', 'liheloa', 'ke', 'pula']"
SEFAKO SE TABOLA KHOMO KA LEHARE,-1,negative,sefako se tabola khomo ka lehare,"['sefako', 'se', 'tabola', 'khomo', 'ka', 'lehare']"
KAJENO TONAKHOLO O ABELA LIKHUTSANA LIMPHO KA CHELETE EA HAE EA MOKHOLO E M600 000,1,positive,kajeno tonakholo o abela likhutsana limpho ka chelete ea hae ea mokholo e m,"['kajeno', 'tonakholo', 'o', 'abela', 'likhutsana', 'limpho', 'ka', 'chelete', 'ea', 'hae', 'ea', 'mokholo', 'e', 'm']"
KOTSI E MPE EA KOLOI,-1,negative,kotsi e mpe ea koloi,"['kotsi', 'e', 'mpe', 'ea', 'koloi']"
HO QHOMA LEFU LE LECHA,-1,negative,ho qhoma lefu le lecha,"['ho', 'qhoma', 'lefu', 'le', 'lecha']"
NGOANA O HLAJOA KE THUPA KA LEIHLONG,-1,negative,ngoana o hlajoa ke thupa ka leihlong,"['ngoana', 'o', 'hlajoa', 'ke', 'thupa', 'ka', 'leihlong']"
MOKHOSI,-1,negative,mokhosi,['mokhosi']
MOITHUTI OA SEKOLO SE PHAHAMENG KE MOFU KAMORA HO FUMANA LENGOLO,-1,negative,moithuti oa sekolo se phahameng ke mofu kamora ho fumana lengolo,"['moithuti', 'oa', 'sekolo', 'se', 'phahameng', 'ke', 'mofu', 'kamora', 'ho', 'fumana', 'lengolo']"
KE TSOA KEREKENG KE FUMANA NTATE E SE ELE MOFU,-1,negative,ke tsoa kerekeng ke fumana ntate e se ele mofu,"['ke', 'tsoa', 'kerekeng', 'ke', 'fumana', 'ntate', 'e', 'se', 'ele', 'mofu']"
KUKU E CHESA MOSALI MORIRI,-1,negative,kuku e chesa mosali moriri,"['kuku', 'e', 'chesa', 'mosali', 'moriri']"
HO FUMANOE SETOPO SA MOSALI KA LENGOPENG,-1,negative,ho fumanoe setopo sa mosali ka lengopeng,"['ho', 'fumanoe', 'setopo', 'sa', 'mosali', 'ka', 'lengopeng']"
CHELETE EA MOKHATLO E CHA KA MOHLOLO,-1,negative,chelete ea mokhatlo e cha ka mohlolo,"['chelete', 'ea', 'mokhatlo', 'e', 'cha', 'ka', 'mohlolo']"
MONNA O QOSOA KA PETO EA MORALI OA HAE,-1,negative,monna o qosoa ka peto ea morali oa hae,"['monna', 'o', 'qosoa', 'ka', 'peto', 'ea', 'morali', 'oa', 'hae']"
MOSALI O THATA LIKAROLO TSA BOTONA HLOOHONG,-1,negative,mosali o thata likarolo tsa botona hloohong,"['mosali', 'o', 'thata', 'likarolo', 'tsa', 'botona', 'hloohong']"
BASALI BA BOLAEA BANNA BA BA NANYETSA,-1,negative,basali ba bolaea banna ba ba nanyetsa,"['basali', 'ba', 'bolaea', 'banna', 'ba', 'ba', 'nanyetsa']"
KAMORA HO TSOARELANA MOSALI O TSOHA BOSIU O HLABELA MONNA LEFU,-1,negative,kamora ho tsoarelana mosali o tsoha bosiu o hlabela monna lefu,"['kamora', 'ho', 'tsoarelana', 'mosali', 'o', 'tsoha', 'bosiu', 'o', 'hlabela', 'monna', 'lefu']"
MOSHANYANA O BOLAELOA M10,-1,negative,moshanyana o bolaeloa m,"['moshanyana', 'o', 'bolaeloa', 'm']"
NGOANANA EA NYAMETSENG O RE O KOETETSOE O KA HARA MOCUCU O MOHOLO,-1,negative,ngoanana ea nyametseng o re o koetetsoe o ka hara mocucu o moholo,"['ngoanana', 'ea', 'nyametseng', 'o', 're', 'o', 'koetetsoe', 'o', 'ka', 'hara', 'mocucu', 'o', 'moholo']"
MORALI O FUMANA 'M'AE A BOLAUOE,-1,negative,morali o fumana mae a bolauoe,"['morali', 'o', 'fumana', 'mae', 'a', 'bolauoe']"
SEBINI SA MOKHA SE UTSOA CHELETE SE BATLA HO RUOA,-1,negative,sebini sa mokha se utsoa chelete se batla ho ruoa,"['sebini', 'sa', 'mokha', 'se', 'utsoa', 'chelete', 'se', 'batla', 'ho', 'ruoa']"
LESEA LE KHEHLETSA MAKOEBA KAMORA HO METOA KE RAKHALI OA LONA,-1,negative,lesea le khehletsa makoeba kamora ho metoa ke rakhali oa lona,"['lesea', 'le', 'khehletsa', 'makoeba', 'kamora', 'ho', 'metoa', 'ke', 'rakhali', 'oa', 'lona']"
KOTSI E MPE EA KOLOI,-1,negative,kotsi e mpe ea koloi,"['kotsi', 'e', 'mpe', 'ea', 'koloi']"
TONAKHOLO O REKETSE BALISANA LINKU,1,positive,tonakholo o reketse balisana linku,"['tonakholo', 'o', 'reketse', 'balisana', 'linku']"
TONAKHOLO O FETOLA NAHA KA BEKE,1,positive,tonakholo o fetola naha ka beke,"['tonakholo', 'o', 'fetola', 'naha', 'ka', 'beke']"
MONNA O QETA HO THUNYA MOSALI OA HAE,-1,negative,monna o qeta ho thunya mosali oa hae,"['monna', 'o', 'qeta', 'ho', 'thunya', 'mosali', 'oa', 'hae']"
MOTSOETSE O IPOLAEA LE LESEA,-1,negative,motsoetse o ipolaea le lesea,"['motsoetse', 'o', 'ipolaea', 'le', 'lesea']"
MONNA O FETOHA MOSALI KAMORA HO TSUNYA-TSUNYANA LE MOHALA OA LETSOHO,-1,negative,monna o fetoha mosali kamora ho tsunyatsunyana le mohala oa letsoho,"['monna', 'o', 'fetoha', 'mosali', 'kamora', 'ho', 'tsunyatsunyana', 'le', 'mohala', 'oa', 'letsoho']"
NTATE UAKA O NYAMETSE KE KOPA THUSO,-1,negative,ntate uaka o nyametse ke kopa thuso,"['ntate', 'uaka', 'o', 'nyametse', 'ke', 'kopa', 'thuso']"
UTLOA O NE A KHAKELLELITSE MALI A LESEA KA NKHO,-1,negative,utloa o ne a khakellelitse mali a lesea ka nkho,"['utloa', 'o', 'ne', 'a', 'khakellelitse', 'mali', 'a', 'lesea', 'ka', 'nkho']"
