tweet,label,sentiment,cleaned_text,tokens,sentence_length
Lwandle(Xiluva) ingoma ya ku saseka https://t.co/eZtCjiOvmG,positive,Positive,lwandlexiluva ingoma ya ku saseka,"['lwandlexiluva', 'ingoma', 'ya', 'ku', 'saseka']",5
Messi é xipoko a taku dhlaya iku bela bem https://t.co/GTQjBz1747,positive,Positive,messi é xipoko a taku dhlaya iku bela bem,"['messi', 'é', 'xipoko', 'a', 'taku', 'dhlaya', 'iku', 'bela', 'bem']",9
Rixile vayakelany. Tasmani kurhula a sonto.,positive,Positive,rixile vayakelany tasmani kurhula a sonto,"['rixile', 'vayakelany', 'tasmani', 'kurhula', 'a', 'sonto']",6
A I landzi* ti dhlela,positive,Positive,a i landzi ti dhlela,"['a', 'i', 'landzi', 'ti', 'dhlela']",5
@user 😂😂😂Ina mas wa ma navela,positive,Positive,😂😂😂ina mas wa ma navela,"['😂😂😂ina', 'mas', 'wa', 'ma', 'navela']",5
@user Nita txintxa brada😂,positive,Positive,nita txintxa brada😂,"['nita', 'txintxa', 'brada😂']",3
A mathapa na ma randza... https://t.co/eeZd3JmNuY,positive,Positive,a mathapa na ma randza,"['a', 'mathapa', 'na', 'ma', 'randza']",5
@user Ni vhona bem😂😂😂,positive,Positive,ni vhona bem😂😂😂,"['ni', 'vhona', 'bem😂😂😂']",3
Ani gwenti hi ngoma ya luwei wah nwanhana ❤️❤️❤️ https://t.co/AggeN50Nei,positive,Positive,ani gwenti hi ngoma ya luwei wah nwanhana ❤️❤️❤️,"['ani', 'gwenti', 'hi', 'ngoma', 'ya', 'luwei', 'wah', 'nwanhana', '❤️❤️❤️']",9
Auxeni Va Jessica ni Va Jessico,positive,Positive,auxeni va jessica ni va jessico,"['auxeni', 'va', 'jessica', 'ni', 'va', 'jessico']",6
@user Kassi hi wena Lolita 😂😂😂,positive,Positive,kassi hi wena lolita 😂😂😂,"['kassi', 'hi', 'wena', 'lolita', '😂😂😂']",5
Hi va khale ka mungangu lowo! 😍🎁 https://t.co/zZFO1peYRb,positive,Positive,hi va khale ka mungangu lowo 😍🎁,"['hi', 'va', 'khale', 'ka', 'mungangu', 'lowo', '😍🎁']",7
@user Hini ya tsutsuma bai heeee Malembe ni Malembe ka mugango lowo,positive,Positive,hini ya tsutsuma bai heeee malembe ni malembe ka mugango lowo,"['hini', 'ya', 'tsutsuma', 'bai', 'heeee', 'malembe', 'ni', 'malembe', 'ka', 'mugango', 'lowo']",11
Loku u khaya nkaka😂😂😂😂u tlanga hii posição https://t.co/5OXQ81HEyx,positive,Positive,loku u khaya nkaka😂😂😂😂u tlanga hii posição,"['loku', 'u', 'khaya', 'nkaka😂😂😂😂u', 'tlanga', 'hii', 'posição']",7
@user Edjoh.. a gaju yini vhoku pah 😂😂😂,positive,Positive,edjoh a gaju yini vhoku pah 😂😂😂,"['edjoh', 'a', 'gaju', 'yini', 'vhoku', 'pah', '😂😂😂']",7
"#PhaphamanaMunghana @user na xipano xa phaphama inkomu swinene, ahitireni hita hola male yosaseka. Siku ra kahle na kava engiserhi. IxiGwambana eGwambeland.",positive,Positive,na xipano xa phaphama inkomu swinene ahitireni hita hola male yosaseka siku ra kahle na kava engiserhi ixigwambana egwambeland,"['na', 'xipano', 'xa', 'phaphama', 'inkomu', 'swinene', 'ahitireni', 'hita', 'hola', 'male', 'yosaseka', 'siku', 'ra', 'kahle', 'na', 'kava', 'engiserhi', 'ixigwambana', 'egwambeland']",19
A lirandzu la patima!,positive,Positive,a lirandzu la patima,"['a', 'lirandzu', 'la', 'patima']",4
U ta mu vona lu lala nyana 2x Ku vi a dá ti nga txayi 🕺🏿 https://t.co/LeLzsn7GjF,positive,Positive,u ta mu vona lu lala nyana 2x ku vi a dá ti nga txayi 🕺🏿,"['u', 'ta', 'mu', 'vona', 'lu', 'lala', 'nyana', '2x', 'ku', 'vi', 'a', 'dá', 'ti', 'nga', 'txayi', '🕺🏿']",16
Ni lavha ku hanha na yena Mina ningue fambi hi lane https://t.co/HwsmwkJM7A,positive,Positive,ni lavha ku hanha na yena mina ningue fambi hi lane,"['ni', 'lavha', 'ku', 'hanha', 'na', 'yena', 'mina', 'ningue', 'fambi', 'hi', 'lane']",11
@user @user swi nga va njhn loko mo xavisa paper ra far post every week? Hita sapota nwana mhani,positive,Positive,swi nga va njhn loko mo xavisa paper ra far post every week hita sapota nwana mhani,"['swi', 'nga', 'va', 'njhn', 'loko', 'mo', 'xavisa', 'paper', 'ra', 'far', 'post', 'every', 'week', 'hita', 'sapota', 'nwana', 'mhani']",17
@user U zandza swilu😂😂😂,positive,Positive,u zandza swilu😂😂😂,"['u', 'zandza', 'swilu😂😂😂']",3
@user Hi ta humula guwa,positive,Positive,hi ta humula guwa,"['hi', 'ta', 'humula', 'guwa']",4
"@user Makwezu niko kombelela ka Xikwembu a minkateko ni hinkwafswo fi ku fanelaka, ti male, ma gudi laifi, ni mintirho yo tala... parabenja 🎊🎉🎂🎁🎈 🎂",positive,Positive,makwezu niko kombelela ka xikwembu a minkateko ni hinkwafswo fi ku fanelaka ti male ma gudi laifi ni mintirho yo tala parabenja 🎊🎉🎂🎁🎈 🎂,"['makwezu', 'niko', 'kombelela', 'ka', 'xikwembu', 'a', 'minkateko', 'ni', 'hinkwafswo', 'fi', 'ku', 'fanelaka', 'ti', 'male', 'ma', 'gudi', 'laifi', 'ni', 'mintirho', 'yo', 'tala', 'parabenja', '🎊🎉🎂🎁🎈', '🎂']",24
@user Mom of kids Mamana wa vanana,positive,Positive,mom of kids mamana wa vanana,"['mom', 'of', 'kids', 'mamana', 'wa', 'vanana']",6
@user Ndlela yi rhandza mehe,positive,Positive,ndlela yi rhandza mehe,"['ndlela', 'yi', 'rhandza', 'mehe']",4
Joyous Celebration - Hi Hanya Mahala 📶📶📶📶,positive,Positive,joyous celebration hi hanya mahala 📶📶📶📶,"['joyous', 'celebration', 'hi', 'hanya', 'mahala', '📶📶📶📶']",6
hina hi hanya mahala ka jesu 🤩🤩🤩,positive,Positive,hina hi hanya mahala ka jesu 🤩🤩🤩,"['hina', 'hi', 'hanya', 'mahala', 'ka', 'jesu', '🤩🤩🤩']",7
A gwala hi phuzile https://t.co/7Q2BN21JjF,positive,Positive,a gwala hi phuzile,"['a', 'gwala', 'hi', 'phuzile']",4
Siku dza namuhla dzi kathekilê 🕺🏿,positive,Positive,siku dza namuhla dzi kathekilê 🕺🏿,"['siku', 'dza', 'namuhla', 'dzi', 'kathekilê', '🕺🏿']",6
@user Wa hemba... Heineken e txilar aqui 😎😎,positive,Positive,wa hemba heineken e txilar aqui 😎😎,"['wa', 'hemba', 'heineken', 'e', 'txilar', 'aqui', '😎😎']",7
@user 😂😂😂😂 Damn... Na nadzika yaay,positive,Positive,😂😂😂😂 damn na nadzika yaay,"['😂😂😂😂', 'damn', 'na', 'nadzika', 'yaay']",5
#DesafiodeDezDias siku dza wu Muni https://t.co/7z1wCZOEq9 https://t.co/6t8lnEZD3l,positive,Positive,siku dza wu muni,"['siku', 'dza', 'wu', 'muni']",4
"Hiya Tlhava Mavacina, Hooo ka Docodela https://t.co/Tv546aBlZ3",positive,Positive,hiya tlhava mavacina hooo ka docodela,"['hiya', 'tlhava', 'mavacina', 'hooo', 'ka', 'docodela']",6
A Mavele ya ku tsamisseka https://t.co/gmFeJrqGNp,positive,Positive,a mavele ya ku tsamisseka,"['a', 'mavele', 'ya', 'ku', 'tsamisseka']",5
"valeu meu cota, a niku hi yessu hi kakunene https://t.co/RmL1rcP2EX",positive,Positive,valeu meu cota a niku hi yessu hi kakunene,"['valeu', 'meu', 'cota', 'a', 'niku', 'hi', 'yessu', 'hi', 'kakunene']",9
"Hlula mine U hlula tingonyamo U ta teka tiko, I dzaco!",positive,Positive,hlula mine u hlula tingonyamo u ta teka tiko i dzaco,"['hlula', 'mine', 'u', 'hlula', 'tingonyamo', 'u', 'ta', 'teka', 'tiko', 'i', 'dzaco']",11
@user Ohhh hosy yanga dzi xurisse hi moya waku dzi tiya dlhelene yaku ♥️ Saudades...,positive,Positive,ohhh hosy yanga dzi xurisse hi moya waku dzi tiya dlhelene yaku ♥️ saudades,"['ohhh', 'hosy', 'yanga', 'dzi', 'xurisse', 'hi', 'moya', 'waku', 'dzi', 'tiya', 'dlhelene', 'yaku', '♥️', 'saudades']",14
A xitombo xa nandzika,positive,Positive,a xitombo xa nandzika,"['a', 'xitombo', 'xa', 'nandzika']",4
ALOKU NIKU IM. 😛 👊🏿_/ \_👊🏿 ( . ) 🍆 👖 YA BA BULUKO 😹🍃,positive,Positive,aloku niku im 😛 👊🏿 👊🏿 🍆 👖 ya ba buluko 😹🍃,"['aloku', 'niku', 'im', '😛', '👊🏿', '👊🏿', '🍆', '👖', 'ya', 'ba', 'buluko', '😹🍃']",12
"@user Buya u teka, ma kona hi stock.",positive,Positive,buya u teka ma kona hi stock,"['buya', 'u', 'teka', 'ma', 'kona', 'hi', 'stock']",7
"Ungalaxlhi davhuku wawena, davhuku wa wena hivhutomi. Bom dia @user Javanhane Guijá Gaza https://t.co/y7HIhhXGBs",positive,Positive,ungalaxlhi davhuku wawena davhuku wa wena hivhutomi bom dia javanhane guijá gaza,"['ungalaxlhi', 'davhuku', 'wawena', 'davhuku', 'wa', 'wena', 'hivhutomi', 'bom', 'dia', 'javanhane', 'guijá', 'gaza']",12
Se Yaba Buluku Leyi https://t.co/XanhmjGz1I,positive,Positive,se yaba buluku leyi,"['se', 'yaba', 'buluku', 'leyi']",4
"A swilo swa matilo swi lava ku hiteka... @user, @user, @user, @user, @user, https://t.co/0HZwjawQgZ",positive,Positive,a swilo swa matilo swi lava ku hiteka,"['a', 'swilo', 'swa', 'matilo', 'swi', 'lava', 'ku', 'hiteka']",8
@user Ni humile 😅😅,positive,Positive,ni humile 😅😅,"['ni', 'humile', '😅😅']",3
"Na Wena ti twissi! A u hi voni Hina hi puzah má dswala na hidla ti nyama hita dzudza switresse Discover """"Happy"""" by Mr Bow on Deezer https://t.co/PtXlTr5fY4",positive,Positive,na wena ti twissi a u hi voni hina hi puzah má dswala na hidla ti nyama hita dzudza switresse discover happy by mr bow on deezer,"['na', 'wena', 'ti', 'twissi', 'a', 'u', 'hi', 'voni', 'hina', 'hi', 'puzah', 'má', 'dswala', 'na', 'hidla', 'ti', 'nyama', 'hita', 'dzudza', 'switresse', 'discover', 'happy', 'by', 'mr', 'bow', 'on', 'deezer']",27
Hina matxangana vah hi tiva hiku tsaka 😂😂😂😂 https://t.co/OEm7Mk1DMH,positive,Positive,hina matxangana vah hi tiva hiku tsaka 😂😂😂😂,"['hina', 'matxangana', 'vah', 'hi', 'tiva', 'hiku', 'tsaka', '😂😂😂😂']",8
Ni lava male só💯🥰,positive,Positive,ni lava male só💯🥰,"['ni', 'lava', 'male', 'só💯🥰']",4
@user A xitimela xi ni siyile muzaia.,positive,Positive,a xitimela xi ni siyile muzaia,"['a', 'xitimela', 'xi', 'ni', 'siyile', 'muzaia']",6
Mu xava kwini a nyama ya homu?,positive,Positive,mu xava kwini a nyama ya homu,"['mu', 'xava', 'kwini', 'a', 'nyama', 'ya', 'homu']",7
"@user """"Ah wa wassate waku shonga, hunghê wa whettii wena!!...""""",positive,Positive,ah wa wassate waku shonga hunghê wa whettii wena,"['ah', 'wa', 'wassate', 'waku', 'shonga', 'hunghê', 'wa', 'whettii', 'wena']",9
A wasati vomu taratara jurooo A wasati vomu ghenissa salão a shongaaa - vovo dele. https://t.co/OYmT0XsNik,positive,Positive,a wasati vomu taratara jurooo a wasati vomu ghenissa salão a shongaaa vovo dele,"['a', 'wasati', 'vomu', 'taratara', 'jurooo', 'a', 'wasati', 'vomu', 'ghenissa', 'salão', 'a', 'shongaaa', 'vovo', 'dele']",14
@user @user @user @user @user Nisuka xokwe sweswi tani bazara ka xingangi agora,positive,Positive,nisuka xokwe sweswi tani bazara ka xingangi agora,"['nisuka', 'xokwe', 'sweswi', 'tani', 'bazara', 'ka', 'xingangi', 'agora']",8
@user Swo yini ku phfuka?,positive,Positive,swo yini ku phfuka,"['swo', 'yini', 'ku', 'phfuka']",4
Teka Famba o Txova https://t.co/AruWmqEUPK,positive,Positive,teka famba o txova,"['teka', 'famba', 'o', 'txova']",4
@user @user Ni bom bay,positive,Positive,ni bom bay,"['ni', 'bom', 'bay']",3
Ni li hinkwaxu ta xona Hi mintizo ya Xikwembu,positive,Positive,ni li hinkwaxu ta xona hi mintizo ya xikwembu,"['ni', 'li', 'hinkwaxu', 'ta', 'xona', 'hi', 'mintizo', 'ya', 'xikwembu']",9
#HistoricEndtimeRevival Celebrando o Senhor MIKULUNGUANA KA YESU ALILILILILILILILILI ALILILILILILILILILI ALILILILILILILILILI ALILILILILILILILILI https://t.co/LFBKJHwJYI,positive,Positive,celebrando o senhor mikulunguana ka yesu alilililililililili alilililililililili alilililililililili alilililililililili,"['celebrando', 'o', 'senhor', 'mikulunguana', 'ka', 'yesu', 'alilililililililili', 'alilililililililili', 'alilililililililili', 'alilililililililili']",10
Nikensa Yesu é 🔥,positive,Positive,nikensa yesu é 🔥,"['nikensa', 'yesu', 'é', '🔥']",4
@user @user Wa swi tivela👌👌😂😂😂😂😂,positive,Positive,wa swi tivela👌👌😂😂😂😂😂,"['wa', 'swi', 'tivela👌👌😂😂😂😂😂']",3
@user Jeremias Nguenha - La Famba Bixa Abilio Mandlaze - Juro Sinceramente Abilio Mandlaze - Ulava ni ti sunga,positive,Positive,jeremias nguenha la famba bixa abilio mandlaze juro sinceramente abilio mandlaze ulava ni ti sunga,"['jeremias', 'nguenha', 'la', 'famba', 'bixa', 'abilio', 'mandlaze', 'juro', 'sinceramente', 'abilio', 'mandlaze', 'ulava', 'ni', 'ti', 'sunga']",15
Ku phuza bem 2M Flow,positive,Positive,ku phuza bem 2m flow,"['ku', 'phuza', 'bem', '2m', 'flow']",5
@user @user If phfukilé... Ah ih se vona swa ku kazata... Mwina ké,positive,Positive,if phfukilé ah ih se vona swa ku kazata mwina ké,"['if', 'phfukilé', 'ah', 'ih', 'se', 'vona', 'swa', 'ku', 'kazata', 'mwina', 'ké']",11
@user @user @user ni yingisele niri kola Mocambique ka chokwe thwii,positive,Positive,ni yingisele niri kola mocambique ka chokwe thwii,"['ni', 'yingisele', 'niri', 'kola', 'mocambique', 'ka', 'chokwe', 'thwii']",8
YABA BULUKU A FAZER HISTÓRIA https://t.co/KVIXiaoTFA,positive,Positive,yaba buluku a fazer história,"['yaba', 'buluku', 'a', 'fazer', 'história']",5
@user MINGAS - Alirandzo. MINGAS - Mamana. ANIANO TAMELE - papai se hi fikile.,positive,Positive,mingas alirandzo mingas mamana aniano tamele papai se hi fikile,"['mingas', 'alirandzo', 'mingas', 'mamana', 'aniano', 'tamele', 'papai', 'se', 'hi', 'fikile']",10
"@user Naminau kata na fhinavela acufamba ni ti tsaguela, cubo uia xplanada......",positive,Positive,naminau kata na fhinavela acufamba ni ti tsaguela cubo uia xplanada,"['naminau', 'kata', 'na', 'fhinavela', 'acufamba', 'ni', 'ti', 'tsaguela', 'cubo', 'uia', 'xplanada']",11
@user @user 😹😹😹txuvuka leswi lani 😹😹😹😹,positive,Positive,😹😹😹txuvuka leswi lani 😹😹😹😹,"['😹😹😹txuvuka', 'leswi', 'lani', '😹😹😹😹']",4
@user @user Dançar tsova levanta a saia,positive,Positive,dançar tsova levanta a saia,"['dançar', 'tsova', 'levanta', 'a', 'saia']",5
Gabriel Shyne feat. Killua - Lirandzo la Mina na wena 🥰💣,positive,Positive,gabriel shyne feat killua lirandzo la mina na wena 🥰💣,"['gabriel', 'shyne', 'feat', 'killua', 'lirandzo', 'la', 'mina', 'na', 'wena', '🥰💣']",10
Mamana uyosala etse a tlhumala panghalato 🎶,positive,Positive,mamana uyosala etse a tlhumala panghalato 🎶,"['mamana', 'uyosala', 'etse', 'a', 'tlhumala', 'panghalato', '🎶']",7
Hello sisi! Ni kombela round 🌝,positive,Positive,hello sisi ni kombela round 🌝,"['hello', 'sisi', 'ni', 'kombela', 'round', '🌝']",6
@user And u tah swi kota,positive,Positive,and u tah swi kota,"['and', 'u', 'tah', 'swi', 'kota']",5
😂😂😂 U ya kwini https://t.co/sI7DT6a04c,positive,Positive,😂😂😂 u ya kwini,"['😂😂😂', 'u', 'ya', 'kwini']",4
@user Ku ta faciwa swa bom,positive,Positive,ku ta faciwa swa bom,"['ku', 'ta', 'faciwa', 'swa', 'bom']",5
"Happy birthday Mo G 🎂... Aku Huma ni humaka (quarentena), wena para Nita dlaya 🍻 🍺😹😹😹 #morelife https://t.co/IRFb7gRFJP",positive,Positive,happy birthday mo g 🎂 aku huma ni humaka quarentena wena para nita dlaya 🍻 🍺😹😹😹,"['happy', 'birthday', 'mo', 'g', '🎂', 'aku', 'huma', 'ni', 'humaka', 'quarentena', 'wena', 'para', 'nita', 'dlaya', '🍻', '🍺😹😹😹']",16
"Hi mbilo leyi yitsovekeke, hibuyisa #xikandarinha lexi angahisiyela madala wahina Calane da Silva (RIP),hitakombekisa lesvaku xahahisa. Mina,na munganu wamina wantloyi, @user hitaxitlatleka. Kutane, ntlangu lowu wuvuya hi kurula!! Akutlangiwi: https://t.co/njQTRonbhF https://t.co/IAipMU1EfU",positive,Positive,hi mbilo leyi yitsovekeke hibuyisa lexi angahisiyela madala wahina calane da silva riphitakombekisa lesvaku xahahisa minana munganu wamina wantloyi hitaxitlatleka kutane ntlangu lowu wuvuya hi kurula akutlangiwi,"['hi', 'mbilo', 'leyi', 'yitsovekeke', 'hibuyisa', 'lexi', 'angahisiyela', 'madala', 'wahina', 'calane', 'da', 'silva', 'riphitakombekisa', 'lesvaku', 'xahahisa', 'minana', 'munganu', 'wamina', 'wantloyi', 'hitaxitlatleka', 'kutane', 'ntlangu', 'lowu', 'wuvuya', 'hi', 'kurula', 'akutlangiwi']",27
Parceiro//a Novas músicas 01.HOSI HI PFUNI 🔥 02.NINA XILONDZA MBILWINI🔥 03.HOSI XIKWEMBO 🔥 WhatsApp +258866753098 https://t.co/J3dcH9ZsEl,positive,Positive,parceiroa novas músicas 01hosi hi pfuni 🔥 02nina xilondza mbilwini🔥 03hosi xikwembo 🔥 whatsapp 258866753098,"['parceiroa', 'novas', 'músicas', '01hosi', 'hi', 'pfuni', '🔥', '02nina', 'xilondza', 'mbilwini🔥', '03hosi', 'xikwembo', '🔥', 'whatsapp', '258866753098']",15
"#PhaphamanaMunghana Community weeeeeeeeeee❗ Avuxeni vanhu vamisava. Woza friday, hlayisekani miyingiseri #phaphamanamunghanalonene. Ahitireni hita hola male yosaseka. ixiGwambana kusuka la a Gwambeland, vana va Gwambe na Dzavale. https://t.co/PFHuV5xPo6",positive,Positive,community weeeeeeeeeee❗ avuxeni vanhu vamisava woza friday hlayisekani miyingiseri ahitireni hita hola male yosaseka ixigwambana kusuka la a gwambeland vana va gwambe na dzavale,"['community', 'weeeeeeeeeee❗', 'avuxeni', 'vanhu', 'vamisava', 'woza', 'friday', 'hlayisekani', 'miyingiseri', 'ahitireni', 'hita', 'hola', 'male', 'yosaseka', 'ixigwambana', 'kusuka', 'la', 'a', 'gwambeland', 'vana', 'va', 'gwambe', 'na', 'dzavale']",24
A quiet place 2... Here Hina ya famba,positive,Positive,a quiet place 2 here hina ya famba,"['a', 'quiet', 'place', '2', 'here', 'hina', 'ya', 'famba']",8
Kulo sala ku ni tlela kanwe before ni vuyela joni,positive,Positive,kulo sala ku ni tlela kanwe before ni vuyela joni,"['kulo', 'sala', 'ku', 'ni', 'tlela', 'kanwe', 'before', 'ni', 'vuyela', 'joni']",10
"Kuni guala la? Kuni va fana la???"""" -Rupi Kaur",positive,Positive,kuni guala la kuni va fana la rupi kaur,"['kuni', 'guala', 'la', 'kuni', 'va', 'fana', 'la', 'rupi', 'kaur']",9
@user @user 😂😂😂 kwini? wa swe tivah nah weneh swakuh ni strong,positive,Positive,😂😂😂 kwini wa swe tivah nah weneh swakuh ni strong,"['😂😂😂', 'kwini', 'wa', 'swe', 'tivah', 'nah', 'weneh', 'swakuh', 'ni', 'strong']",10
@user @user @user @user @user @user WA SWI TIVA BRODI💪,positive,Positive,wa swi tiva brodi💪,"['wa', 'swi', 'tiva', 'brodi💪']",4
@user Ni pfhukile. Akuna swa ku kazata. Ho yini kupfhuka?,positive,Positive,ni pfhukile akuna swa ku kazata ho yini kupfhuka,"['ni', 'pfhukile', 'akuna', 'swa', 'ku', 'kazata', 'ho', 'yini', 'kupfhuka']",9
@user @user Wena pah 😂😂😂 no thleka lano,positive,Positive,wena pah 😂😂😂 no thleka lano,"['wena', 'pah', '😂😂😂', 'no', 'thleka', 'lano']",6
"@user Pfa khenseka pfoleswo! Namini ni bom, a Xikwembo xá dzi hlayisa! 😊",positive,Positive,pfa khenseka pfoleswo namini ni bom a xikwembo xá dzi hlayisa 😊,"['pfa', 'khenseka', 'pfoleswo', 'namini', 'ni', 'bom', 'a', 'xikwembo', 'xá', 'dzi', 'hlayisa', '😊']",12
@user @user @user nimi ingisele niri ka Chokwe Gaza Mozambique via http://t.co/xGghjILTEk,positive,Positive,nimi ingisele niri ka chokwe gaza mozambique via,"['nimi', 'ingisele', 'niri', 'ka', 'chokwe', 'gaza', 'mozambique', 'via']",8
"Hewe', thlanga u hluela!!!",positive,Positive,hewe thlanga u hluela,"['hewe', 'thlanga', 'u', 'hluela']",4
Avelino Mondlane - Ndjombo Ya Lirandzo 🎵🎵,positive,Positive,avelino mondlane ndjombo ya lirandzo 🎵🎵,"['avelino', 'mondlane', 'ndjombo', 'ya', 'lirandzo', '🎵🎵']",6
"Xikwembu ni nyike matimba.""""",positive,Positive,xikwembu ni nyike matimba,"['xikwembu', 'ni', 'nyike', 'matimba']",4
@user swiswi ni vona Gavin a hindzela mahlweni,positive,Positive,swiswi ni vona gavin a hindzela mahlweni,"['swiswi', 'ni', 'vona', 'gavin', 'a', 'hindzela', 'mahlweni']",7
@user na khensa bra ya Mina,positive,Positive,na khensa bra ya mina,"['na', 'khensa', 'bra', 'ya', 'mina']",5
Niku yingiseli nile xokwe Mozambique sesi thembzana @user @user,positive,Positive,niku yingiseli nile xokwe mozambique sesi thembzana,"['niku', 'yingiseli', 'nile', 'xokwe', 'mozambique', 'sesi', 'thembzana']",7
Bom domingo Hosi yi katekisa wena na njangu wa wena. Mhunti ya mona @user Soweto-em Casa Chokwe https://t.co/v3doiep6wU,positive,Positive,bom domingo hosi yi katekisa wena na njangu wa wena mhunti ya mona sowetoem casa chokwe,"['bom', 'domingo', 'hosi', 'yi', 'katekisa', 'wena', 'na', 'njangu', 'wa', 'wena', 'mhunti', 'ya', 'mona', 'sowetoem', 'casa', 'chokwe']",16
U bom mana tt ni yingiseli wena kola ka xokwe Mozambique @user @user,positive,Positive,u bom mana tt ni yingiseli wena kola ka xokwe mozambique,"['u', 'bom', 'mana', 'tt', 'ni', 'yingiseli', 'wena', 'kola', 'ka', 'xokwe', 'mozambique']",11
@user dzipelile u kone fanhana.?,positive,Positive,dzipelile u kone fanhana,"['dzipelile', 'u', 'kone', 'fanhana']",4
Dzixile ohine ku pfuka https://t.co/gSa3NkOTy6,positive,Positive,dzixile ohine ku pfuka,"['dzixile', 'ohine', 'ku', 'pfuka']",4
@user Hipfukile ingo wena?,positive,Positive,hipfukile ingo wena,"['hipfukile', 'ingo', 'wena']",3
Male ya Machangana :D,positive,Positive,male ya machangana d,"['male', 'ya', 'machangana', 'd']",4
@user @user @user kambe ira mani risimu leri hi sungulaka awara ya 7 naaaaaa. Rini tsakisa ngopfu vakaxi va mina. Rixile.,positive,Positive,kambe ira mani risimu leri hi sungulaka awara ya 7 naaaaaa rini tsakisa ngopfu vakaxi va mina rixile,"['kambe', 'ira', 'mani', 'risimu', 'leri', 'hi', 'sungulaka', 'awara', 'ya', '7', 'naaaaaa', 'rini', 'tsakisa', 'ngopfu', 'vakaxi', 'va', 'mina', 'rixile']",18
Dzi xile va makwezo !,positive,Positive,dzi xile va makwezo,"['dzi', 'xile', 'va', 'makwezo']",4
John Legend - Mina Na Wena,positive,Positive,john legend mina na wena,"['john', 'legend', 'mina', 'na', 'wena']",5
December ni tirhisi leswo tala ntaswi vona January @user Cidade De Chokwe https://t.co/92ULjTcDKs,positive,Positive,december ni tirhisi leswo tala ntaswi vona january cidade de chokwe,"['december', 'ni', 'tirhisi', 'leswo', 'tala', 'ntaswi', 'vona', 'january', 'cidade', 'de', 'chokwe']",11
Auxene... Moine ku pfuka,positive,Positive,auxene moine ku pfuka,"['auxene', 'moine', 'ku', 'pfuka']",4
Kota Yasser ya ya 🤣 https://t.co/4zbScgxYS5,positive,Positive,kota yasser ya ya 🤣,"['kota', 'yasser', 'ya', 'ya', '🤣']",5
Moya wa ku Xwenga,positive,Positive,moya wa ku xwenga,"['moya', 'wa', 'ku', 'xwenga']",4
"La ka mina ku dyiwa ti coconut 🥥... @user Maputo, Mozambique https://t.co/kgGc8M2gKa",positive,Positive,la ka mina ku dyiwa ti coconut 🥥 maputo mozambique,"['la', 'ka', 'mina', 'ku', 'dyiwa', 'ti', 'coconut', '🥥', 'maputo', 'mozambique']",10
@user Hi pfhukile. A va tsongwana va thlanga. Khanimambo. Ho yini kupfhuka?,positive,Positive,hi pfhukile a va tsongwana va thlanga khanimambo ho yini kupfhuka,"['hi', 'pfhukile', 'a', 'va', 'tsongwana', 'va', 'thlanga', 'khanimambo', 'ho', 'yini', 'kupfhuka']",11
"Hi pfuki bem, a whana wa tlhangua akuna ku karata, whina ke? https://t.co/NM4QM9GjB5",positive,Positive,hi pfuki bem a whana wa tlhangua akuna ku karata whina ke,"['hi', 'pfuki', 'bem', 'a', 'whana', 'wa', 'tlhangua', 'akuna', 'ku', 'karata', 'whina', 'ke']",12
@user @user Wa swi tivaaaaa,positive,Positive,wa swi tivaaaaa,"['wa', 'swi', 'tivaaaaa']",3
"A Nina male minoooo, noh tivha ku kina (blaze's voice)",positive,Positive,a nina male minoooo noh tivha ku kina blazes voice,"['a', 'nina', 'male', 'minoooo', 'noh', 'tivha', 'ku', 'kina', 'blazes', 'voice']",10
"Loku u hi wona hiku ta hi yena, hi yena Yehova, hi yena A loku u hi wona na hili so hi yena, hi yena Yehova, hi yena Oh hi yena Yehova, hi yena, hi yena 🎧🎶🎶🎶 https://t.co/4B3sy5uqqX",positive,Positive,loku u hi wona hiku ta hi yena hi yena yehova hi yena a loku u hi wona na hili so hi yena hi yena yehova hi yena oh hi yena yehova hi yena hi yena 🎧🎶🎶🎶,"['loku', 'u', 'hi', 'wona', 'hiku', 'ta', 'hi', 'yena', 'hi', 'yena', 'yehova', 'hi', 'yena', 'a', 'loku', 'u', 'hi', 'wona', 'na', 'hili', 'so', 'hi', 'yena', 'hi', 'yena', 'yehova', 'hi', 'yena', 'oh', 'hi', 'yena', 'yehova', 'hi', 'yena', 'hi', 'yena', '🎧🎶🎶🎶']",37
@user Na hanha. Aswina ku kazata. A vatsonguana wo thlanga.,positive,Positive,na hanha aswina ku kazata a vatsonguana wo thlanga,"['na', 'hanha', 'aswina', 'ku', 'kazata', 'a', 'vatsonguana', 'wo', 'thlanga']",9
U saize wa mbedo wa mina* 🕺🏽🔥 https://t.co/uCqXCHqQES,positive,Positive,u saize wa mbedo wa mina 🕺🏽🔥,"['u', 'saize', 'wa', 'mbedo', 'wa', 'mina', '🕺🏽🔥']",7
@user @user @user @user rixile vahaxi va mina nimi kuma kahle nirila Moz ka Khubu la. Obrigado,positive,Positive,rixile vahaxi va mina nimi kuma kahle nirila moz ka khubu la obrigado,"['rixile', 'vahaxi', 'va', 'mina', 'nimi', 'kuma', 'kahle', 'nirila', 'moz', 'ka', 'khubu', 'la', 'obrigado']",13
