sentence,Final_Label,predict_name,cleaned_sentence,tokens
nagana mara this happening to one yoh buhle must be helpednako eo such happens each day go thata go ba ngwanyana,negative,Setswana,nagana mara this happening to one yoh buhle must be helpednako eo such happens each day go thata go ba ngwanyana,"['nagana', 'mara', 'this', 'happening', 'to', 'one', 'yoh', 'buhle', 'must', 'be', 'helpednako', 'eo', 'such', 'happens', 'each', 'day', 'go', 'thata', 'go', 'ba', 'ngwanyana']"
@user @user @user instead of talking bogolo tsamaya tsamaya ko ntle o isitse matsogo ko morago o betsa fav hymns o lese go ndisturb,negative,Setswana,instead of talking bogolo tsamaya tsamaya ko ntle o isitse matsogo ko morago o betsa fav hymns o lese go ndisturb,"['instead', 'of', 'talking', 'bogolo', 'tsamaya', 'tsamaya', 'ko', 'ntle', 'o', 'isitse', 'matsogo', 'ko', 'morago', 'o', 'betsa', 'fav', 'hymns', 'o', 'lese', 'go', 'ndisturb']"
@user @user baqete ntate stop asking questions,negative,Setswana,baqete ntate stop asking questions,"['baqete', 'ntate', 'stop', 'asking', 'questions']"
@user ka thoma go bona motho wao rata machina go tshwana lwena ,negative,Setswana,ka thoma go bona motho wao rata machina go tshwana lwena,"['ka', 'thoma', 'go', 'bona', 'motho', 'wao', 'rata', 'machina', 'go', 'tshwana', 'lwena']"
@user @user bese wenze njani if sewuyibukile,neutral,Setswana,bese wenze njani if sewuyibukile,"['bese', 'wenze', 'njani', 'if', 'sewuyibukile']"
@user goraya gore ha ke tshwere 100 ke donatela wena o le1 hela kgang kgolo ke pusha di number e ska tloga e nna gore ke hetile jarata ya ga malebogo ke sa mo neela sepe ke bo ke ya go neela tsaone ,positive,Setswana,goraya gore ha ke tshwere ke donatela wena o le hela kgang kgolo ke pusha di number e ska tloga e nna gore ke hetile jarata ya ga malebogo ke sa mo neela sepe ke bo ke ya go neela tsaone,"['goraya', 'gore', 'ha', 'ke', 'tshwere', 'ke', 'donatela', 'wena', 'o', 'le', 'hela', 'kgang', 'kgolo', 'ke', 'pusha', 'di', 'number', 'e', 'ska', 'tloga', 'e', 'nna', 'gore', 'ke', 'hetile', 'jarata', 'ya', 'ga', 'malebogo', 'ke', 'sa', 'mo', 'neela', 'sepe', 'ke', 'bo', 'ke', 'ya', 'go', 'neela', 'tsaone']"
@user enjoy it o swa hore ha o bona work day e hela jaana o ska gope ka weekend ,positive,Setswana,enjoy it o swa hore ha o bona work day e hela jaana o ska gope ka weekend,"['enjoy', 'it', 'o', 'swa', 'hore', 'ha', 'o', 'bona', 'work', 'day', 'e', 'hela', 'jaana', 'o', 'ska', 'gope', 'ka', 'weekend']"
@user lokisa ditokomane ntate jingles,neutral,Setswana,lokisa ditokomane ntate jingles,"['lokisa', 'ditokomane', 'ntate', 'jingles']"
@user @user nnyaa ese ka lepe hela nkgonne ,positive,Setswana,nnyaa ese ka lepe hela nkgonne,"['nnyaa', 'ese', 'ka', 'lepe', 'hela', 'nkgonne']"
@user jaanong o goelang ,neutral,Setswana,jaanong o goelang,"['jaanong', 'o', 'goelang']"
@user madume bigger remmogo jaaka gale 809dstv sorry makhosi ke gopola sefela saga mme mosela ijona jooo ke tsatsi lele botlhoko @user,negative,Setswana,madume bigger remmogo jaaka gale dstv sorry makhosi ke gopola sefela saga mme mosela ijona jooo ke tsatsi lele botlhoko,"['madume', 'bigger', 'remmogo', 'jaaka', 'gale', 'dstv', 'sorry', 'makhosi', 'ke', 'gopola', 'sefela', 'saga', 'mme', 'mosela', 'ijona', 'jooo', 'ke', 'tsatsi', 'lele', 'botlhoko']"
@user ore kgalemetse gantsi ka bashimane please ,positive,Setswana,ore kgalemetse gantsi ka bashimane please,"['ore', 'kgalemetse', 'gantsi', 'ka', 'bashimane', 'please']"
otlo fihla nako mang bro waka @user,negative,Setswana,otlo fihla nako mang bro waka,"['otlo', 'fihla', 'nako', 'mang', 'bro', 'waka']"
re isa bolo ko bathongmarasta a modimo a nthomola pelo ebilega rena sepe gore ke direbele ronara ja ra bowarebels rasta vs ra ja ra bowaamagents ground - ledumangkick off 0900 hrsre ta kopana le enngwe ko final ka1500 hrs ,negative,Setswana,re isa bolo ko bathongmarasta a modimo a nthomola pelo ebilega rena sepe gore ke direbele ronara ja ra bowarebels rasta vs ra ja ra bowaamagents ground ledumangkick off hrsre ta kopana le enngwe ko final ka hrs,"['re', 'isa', 'bolo', 'ko', 'bathongmarasta', 'a', 'modimo', 'a', 'nthomola', 'pelo', 'ebilega', 'rena', 'sepe', 'gore', 'ke', 'direbele', 'ronara', 'ja', 'ra', 'bowarebels', 'rasta', 'vs', 'ra', 'ja', 'ra', 'bowaamagents', 'ground', 'ledumangkick', 'off', 'hrsre', 'ta', 'kopana', 'le', 'enngwe', 'ko', 'final', 'ka', 'hrs']"
osare o robala on your man s chest utlwe banyana ba pretoria ba tshega ka mo pelong ,negative,Setswana,osare o robala on your man s chest utlwe banyana ba pretoria ba tshega ka mo pelong,"['osare', 'o', 'robala', 'on', 'your', 'man', 's', 'chest', 'utlwe', 'banyana', 'ba', 'pretoria', 'ba', 'tshega', 'ka', 'mo', 'pelong']"
@user don t otlo lwala kego utswa ,negative,Setswana,don t otlo lwala kego utswa,"['don', 't', 'otlo', 'lwala', 'kego', 'utswa']"
@user shapa ngwana ka voroso ntate ,neutral,Setswana,shapa ngwana ka voroso ntate,"['shapa', 'ngwana', 'ka', 'voroso', 'ntate']"
maloba oomf le ditsala tsa gagwe ba suhlile ke diilwe ke bev ,negative,Setswana,maloba oomf le ditsala tsa gagwe ba suhlile ke diilwe ke bev,"['maloba', 'oomf', 'le', 'ditsala', 'tsa', 'gagwe', 'ba', 'suhlile', 'ke', 'diilwe', 'ke', 'bev']"
@user @user ba dirile jang ka sskb stadium,positive,Setswana,ba dirile jang ka sskb stadium,"['ba', 'dirile', 'jang', 'ka', 'sskb', 'stadium']"
@user @user same even if ke subordinate ntate mashele wae lahla nou chicka him with respect ,negative,Setswana,same even if ke subordinate ntate mashele wae lahla nou chicka him with respect,"['same', 'even', 'if', 'ke', 'subordinate', 'ntate', 'mashele', 'wae', 'lahla', 'nou', 'chicka', 'him', 'with', 'respect']"
@user @user customer service at mogwase bad service kore motho tshwanetse a ye rustenburg waterfall mall for better service ,negative,Setswana,customer service at mogwase bad service kore motho tshwanetse a ye rustenburg waterfall mall for better service,"['customer', 'service', 'at', 'mogwase', 'bad', 'service', 'kore', 'motho', 'tshwanetse', 'a', 'ye', 'rustenburg', 'waterfall', 'mall', 'for', 'better', 'service']"
@user ng ng o iposter thata malatsi a ebile happiness ya gagwe e ko top,negative,Setswana,ng ng o iposter thata malatsi a ebile happiness ya gagwe e ko top,"['ng', 'ng', 'o', 'iposter', 'thata', 'malatsi', 'a', 'ebile', 'happiness', 'ya', 'gagwe', 'e', 'ko', 'top']"
@user ba tla go bakisa goooet yaanong tshwanetse motho a nne boshula,negative,Setswana,ba tla go bakisa goooet yaanong tshwanetse motho a nne boshula,"['ba', 'tla', 'go', 'bakisa', 'goooet', 'yaanong', 'tshwanetse', 'motho', 'a', 'nne', 'boshula']"
ha le sa tsenye mo daily news re mono hela kana re dire whatsapp voice notes those botsadi bo kgona go di reetse,positive,Setswana,ha le sa tsenye mo daily news re mono hela kana re dire whatsapp voice notes those botsadi bo kgona go di reetse,"['ha', 'le', 'sa', 'tsenye', 'mo', 'daily', 'news', 're', 'mono', 'hela', 'kana', 're', 'dire', 'whatsapp', 'voice', 'notes', 'those', 'botsadi', 'bo', 'kgona', 'go', 'di', 'reetse']"
@user ga se gore ka tshega,negative,Setswana,ga se gore ka tshega,"['ga', 'se', 'gore', 'ka', 'tshega']"
@user nna kana aise ke ba itse sentle ako ba fokotsege pele ah,positive,Setswana,nna kana aise ke ba itse sentle ako ba fokotsege pele ah,"['nna', 'kana', 'aise', 'ke', 'ba', 'itse', 'sentle', 'ako', 'ba', 'fokotsege', 'pele', 'ah']"
@user lare bolao bo bontle jaana ga ke letlellwe go itheledisa ,negative,Setswana,lare bolao bo bontle jaana ga ke letlellwe go itheledisa,"['lare', 'bolao', 'bo', 'bontle', 'jaana', 'ga', 'ke', 'letlellwe', 'go', 'itheledisa']"
ntlha e nngwe ke lwatswa ke lack of physical touch ,negative,Setswana,ntlha e nngwe ke lwatswa ke lack of physical touch,"['ntlha', 'e', 'nngwe', 'ke', 'lwatswa', 'ke', 'lack', 'of', 'physical', 'touch']"
@user boipelo ke phakela and wena wa rwaka ba shimane le bone mara kgetha one ,negative,Setswana,boipelo ke phakela and wena wa rwaka ba shimane le bone mara kgetha one,"['boipelo', 'ke', 'phakela', 'and', 'wena', 'wa', 'rwaka', 'ba', 'shimane', 'le', 'bone', 'mara', 'kgetha', 'one']"
@user tshela o geh abangani bakho beyeke gcokama phansi,negative,Setswana,tshela o geh abangani bakho beyeke gcokama phansi,"['tshela', 'o', 'geh', 'abangani', 'bakho', 'beyeke', 'gcokama', 'phansi']"
@user wa tshega mmata ,neutral,Setswana,wa tshega mmata,"['wa', 'tshega', 'mmata']"
letsa hutara o bright e on and off fore ole a theole speed ,negative,Setswana,letsa hutara o bright e on and off fore ole a theole speed,"['letsa', 'hutara', 'o', 'bright', 'e', 'on', 'and', 'off', 'fore', 'ole', 'a', 'theole', 'speed']"
@user sol le macg ba botsa dipotso mme dikarabo ga ba di bone ,positive,Setswana,sol le macg ba botsa dipotso mme dikarabo ga ba di bone,"['sol', 'le', 'macg', 'ba', 'botsa', 'dipotso', 'mme', 'dikarabo', 'ga', 'ba', 'di', 'bone']"
@user yhooo o fet a beke o lwala,neutral,Setswana,yhooo o fet a beke o lwala,"['yhooo', 'o', 'fet', 'a', 'beke', 'o', 'lwala']"
@user eish go tla siama maan o tlile go thola authy e go ratang a go etse happy o bo lebala askies ,negative,Setswana,eish go tla siama maan o tlile go thola authy e go ratang a go etse happy o bo lebala askies,"['eish', 'go', 'tla', 'siama', 'maan', 'o', 'tlile', 'go', 'thola', 'authy', 'e', 'go', 'ratang', 'a', 'go', 'etse', 'happy', 'o', 'bo', 'lebala', 'askies']"
dj a tshameka pina ya mang ,neutral,Setswana,dj a tshameka pina ya mang,"['dj', 'a', 'tshameka', 'pina', 'ya', 'mang']"
@user bathong le wena o simolla kgang ya spirit of woman to woman ,negative,Setswana,bathong le wena o simolla kgang ya spirit of woman to woman,"['bathong', 'le', 'wena', 'o', 'simolla', 'kgang', 'ya', 'spirit', 'of', 'woman', 'to', 'woman']"
@user nna kana ithela ke sena bothata malatsi ano gare o swe o jele madi,negative,Setswana,nna kana ithela ke sena bothata malatsi ano gare o swe o jele madi,"['nna', 'kana', 'ithela', 'ke', 'sena', 'bothata', 'malatsi', 'ano', 'gare', 'o', 'swe', 'o', 'jele', 'madi']"
@user bese bayakudelela after that ,neutral,Setswana,bese bayakudelela after that,"['bese', 'bayakudelela', 'after', 'that']"
hela thata ,negative,Setswana,hela thata,"['hela', 'thata']"
heemons slatlha matente ya betsa,neutral,Setswana,heemons slatlha matente ya betsa,"['heemons', 'slatlha', 'matente', 'ya', 'betsa']"
@user o tshameka ha kae kenzar ,positive,Setswana,o tshameka ha kae kenzar,"['o', 'tshameka', 'ha', 'kae', 'kenzar']"
go bata koshiek wa motswana are bolelle gore go diragala eng ka price tsa di koloi ae man this is too much 55k ,negative,Setswana,go bata koshiek wa motswana are bolelle gore go diragala eng ka price tsa di koloi ae man this is too much k,"['go', 'bata', 'koshiek', 'wa', 'motswana', 'are', 'bolelle', 'gore', 'go', 'diragala', 'eng', 'ka', 'price', 'tsa', 'di', 'koloi', 'ae', 'man', 'this', 'is', 'too', 'much', 'k']"
@user when it comes to relationships ay cha for now i am thanks yeeey dlozi will make you date someone for years and think it s the one lol yeey bese it shows you that person cheats bese it drags you by feet out of that relationship ,negative,Setswana,when it comes to relationships ay cha for now i am thanks yeeey dlozi will make you date someone for years and think it s the one lol yeey bese it shows you that person cheats bese it drags you by feet out of that relationship,"['when', 'it', 'comes', 'to', 'relationships', 'ay', 'cha', 'for', 'now', 'i', 'am', 'thanks', 'yeeey', 'dlozi', 'will', 'make', 'you', 'date', 'someone', 'for', 'years', 'and', 'think', 'it', 's', 'the', 'one', 'lol', 'yeey', 'bese', 'it', 'shows', 'you', 'that', 'person', 'cheats', 'bese', 'it', 'drags', 'you', 'by', 'feet', 'out', 'of', 'that', 'relationship']"
@user @user @user wa bo o ka tshega ,positive,Setswana,wa bo o ka tshega,"['wa', 'bo', 'o', 'ka', 'tshega']"
@user eish mumzo lere boledisa thata mara jesu esale morena,negative,Setswana,eish mumzo lere boledisa thata mara jesu esale morena,"['eish', 'mumzo', 'lere', 'boledisa', 'thata', 'mara', 'jesu', 'esale', 'morena']"
@user nnyaa ema pele next weekend ke moo,positive,Setswana,nnyaa ema pele next weekend ke moo,"['nnyaa', 'ema', 'pele', 'next', 'weekend', 'ke', 'moo']"
@user bona nka ba betsa10-0 given the chance nka ba shapa hore ,negative,Setswana,bona nka ba betsa given the chance nka ba shapa hore,"['bona', 'nka', 'ba', 'betsa', 'given', 'the', 'chance', 'nka', 'ba', 'shapa', 'hore']"
@user achee ntate ha ba tebele party ea hae ,negative,Setswana,achee ntate ha ba tebele party ea hae,"['achee', 'ntate', 'ha', 'ba', 'tebele', 'party', 'ea', 'hae']"
ke lebile pl on the dstv now app pelo yame e botlhoko clock e tsamaya ha kae i want to see gore ke saletse ko morago ka how many minutes @user,negative,Setswana,ke lebile pl on the dstv now app pelo yame e botlhoko clock e tsamaya ha kae i want to see gore ke saletse ko morago ka how many minutes,"['ke', 'lebile', 'pl', 'on', 'the', 'dstv', 'now', 'app', 'pelo', 'yame', 'e', 'botlhoko', 'clock', 'e', 'tsamaya', 'ha', 'kae', 'i', 'want', 'to', 'see', 'gore', 'ke', 'saletse', 'ko', 'morago', 'ka', 'how', 'many', 'minutes']"
gatwe re dira jang ,negative,Setswana,gatwe re dira jang,"['gatwe', 're', 'dira', 'jang']"
my ears okare ba letsa moropa in them ,negative,Setswana,my ears okare ba letsa moropa in them,"['my', 'ears', 'okare', 'ba', 'letsa', 'moropa', 'in', 'them']"
@user kerr ka tshega lemina la dumedisa batho ,positive,Setswana,kerr ka tshega lemina la dumedisa batho,"['kerr', 'ka', 'tshega', 'lemina', 'la', 'dumedisa', 'batho']"
@user nna maabane hake bona ona le mates kare oko gae tsena hago bubbles kamoso ee ntla romela a dijo,negative,Setswana,nna maabane hake bona ona le mates kare oko gae tsena hago bubbles kamoso ee ntla romela a dijo,"['nna', 'maabane', 'hake', 'bona', 'ona', 'le', 'mates', 'kare', 'oko', 'gae', 'tsena', 'hago', 'bubbles', 'kamoso', 'ee', 'ntla', 'romela', 'a', 'dijo']"
@user @user nitava niri kwala,neutral,Setswana,nitava niri kwala,"['nitava', 'niri', 'kwala']"
@user o araba potso ka potso,neutral,Setswana,o araba potso ka potso,"['o', 'araba', 'potso', 'ka', 'potso']"
@user @user @user ya tshwana le jellico wa e bona,negative,Setswana,ya tshwana le jellico wa e bona,"['ya', 'tshwana', 'le', 'jellico', 'wa', 'e', 'bona']"
@user ae lona la re hurda maan kore le ge re le fa benefit of doubt gwa tshwana you better pull up your socks nx ,negative,Setswana,ae lona la re hurda maan kore le ge re le fa benefit of doubt gwa tshwana you better pull up your socks nx,"['ae', 'lona', 'la', 're', 'hurda', 'maan', 'kore', 'le', 'ge', 're', 'le', 'fa', 'benefit', 'of', 'doubt', 'gwa', 'tshwana', 'you', 'better', 'pull', 'up', 'your', 'socks', 'nx']"
@user i was buying a dress maloba and the cashier asked if it s for prom prom ,negative,Setswana,i was buying a dress maloba and the cashier asked if it s for prom prom,"['i', 'was', 'buying', 'a', 'dress', 'maloba', 'and', 'the', 'cashier', 'asked', 'if', 'it', 's', 'for', 'prom', 'prom']"
@user hai ho thata weso,positive,Setswana,hai ho thata weso,"['hai', 'ho', 'thata', 'weso']"
@user @user thata thata,negative,Setswana,thata thata,"['thata', 'thata']"
@user o botse thata,negative,Setswana,o botse thata,"['o', 'botse', 'thata']"
@user ah ah ntse gole mogote bathong ,negative,Setswana,ah ah ntse gole mogote bathong,"['ah', 'ah', 'ntse', 'gole', 'mogote', 'bathong']"
 e omila thata ,positive,Setswana,e omila thata,"['e', 'omila', 'thata']"
@user o tla shala gana mowe ma2k a se tlo le tseela banna lena ganang go ithuta wot le satlo lla reg ,positive,Setswana,o tla shala gana mowe mak a se tlo le tseela banna lena ganang go ithuta wot le satlo lla reg,"['o', 'tla', 'shala', 'gana', 'mowe', 'mak', 'a', 'se', 'tlo', 'le', 'tseela', 'banna', 'lena', 'ganang', 'go', 'ithuta', 'wot', 'le', 'satlo', 'lla', 'reg']"
@user manaba ao a amapiano kea mantshi tlhokomela oska kgama ke metsi,negative,Setswana,manaba ao a amapiano kea mantshi tlhokomela oska kgama ke metsi,"['manaba', 'ao', 'a', 'amapiano', 'kea', 'mantshi', 'tlhokomela', 'oska', 'kgama', 'ke', 'metsi']"
@user re tla kopana ko court ha ele goree kgang e teng ,negative,Setswana,re tla kopana ko court ha ele goree kgang e teng,"['re', 'tla', 'kopana', 'ko', 'court', 'ha', 'ele', 'goree', 'kgang', 'e', 'teng']"
nope diphala gemere dikuku nama ya size 30 le bogobe ba teng ntate ole o binang ko pele ga diphala ka batjie e maswe a katetse dikuku mo dipateng malome a boka ko gate ,negative,Setswana,nope diphala gemere dikuku nama ya size le bogobe ba teng ntate ole o binang ko pele ga diphala ka batjie e maswe a katetse dikuku mo dipateng malome a boka ko gate,"['nope', 'diphala', 'gemere', 'dikuku', 'nama', 'ya', 'size', 'le', 'bogobe', 'ba', 'teng', 'ntate', 'ole', 'o', 'binang', 'ko', 'pele', 'ga', 'diphala', 'ka', 'batjie', 'e', 'maswe', 'a', 'katetse', 'dikuku', 'mo', 'dipateng', 'malome', 'a', 'boka', 'ko', 'gate']"
@user ha le batho ba ba siameng waitse,positive,Setswana,ha le batho ba ba siameng waitse,"['ha', 'le', 'batho', 'ba', 'ba', 'siameng', 'waitse']"
@user a re ikhutseng bathong go botlhokwa,neutral,Setswana,a re ikhutseng bathong go botlhokwa,"['a', 're', 'ikhutseng', 'bathong', 'go', 'botlhokwa']"
@user @user araba ngwano mong wena @user,neutral,Setswana,araba ngwano mong wena,"['araba', 'ngwano', 'mong', 'wena']"
@user @user o pala ka leina ele la gago ntsha karabo,neutral,Setswana,o pala ka leina ele la gago ntsha karabo,"['o', 'pala', 'ka', 'leina', 'ele', 'la', 'gago', 'ntsha', 'karabo']"
leruo hela ha a tsoga a re mama koo tshameka le polly bathong sala ngwanake a itse go tshameka that s all he wants to do kooteng o lala a go lora ,positive,Setswana,leruo hela ha a tsoga a re mama koo tshameka le polly bathong sala ngwanake a itse go tshameka that s all he wants to do kooteng o lala a go lora,"['leruo', 'hela', 'ha', 'a', 'tsoga', 'a', 're', 'mama', 'koo', 'tshameka', 'le', 'polly', 'bathong', 'sala', 'ngwanake', 'a', 'itse', 'go', 'tshameka', 'that', 's', 'all', 'he', 'wants', 'to', 'do', 'kooteng', 'o', 'lala', 'a', 'go', 'lora']"
@user e sentse le teng kapa oa e manifest ,positive,Setswana,e sentse le teng kapa oa e manifest,"['e', 'sentse', 'le', 'teng', 'kapa', 'oa', 'e', 'manifest']"
@user that s what i thought as well same story line as bafazi baka mseleku and the first wife being a ma cele as well ,positive,Setswana,that s what i thought as well same story line as bafazi baka mseleku and the first wife being a ma cele as well,"['that', 's', 'what', 'i', 'thought', 'as', 'well', 'same', 'story', 'line', 'as', 'bafazi', 'baka', 'mseleku', 'and', 'the', 'first', 'wife', 'being', 'a', 'ma', 'cele', 'as', 'well']"
